Classes_meta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
class_id,Type,Level,XP,Hit_Dice,Notes,Casting_Level,Level_1_Spells,Level_2_Spells,Level_3_Spells,Level_4_Spells,Level_5_Spells,Level_6_Spells,Level_7_Spells,Level_8_Spells,Level_9_Spells,Aimed_Magic_Items,Breath_Weapons,Death_Paralysis_Poison,Petrifaction_Polymorph,Spells,To_Hit_-10,To_Hit_-9,To_Hit_-8,To_Hit_-7,To_Hit_-6,To_Hit_-5,To_Hit_-4,To_Hit_-3,To_Hit_-2,To_Hit_-1,To_Hit_0,To_Hit_1,To_Hit_2,To_Hit_3,To_Hit_4,To_Hit_5,To_Hit_6,To_Hit_7,To_Hit_8,To_Hit_9,To_Hit_10,Climb_Walls,Find_Traps,Hear_Noise,Hide_in_Shadows,Move_Quietly,Open_Locks,Pick_Pockets,Read_Languages,Turn_Undead_Type_1,Turn_Undead_Type_2,Turn_Undead_Type_3,Turn_Undead_Type_4,Turn_Undead_Type_5,Turn_Undead_Type_6,Turn_Undead_Type_7,Turn_Undead_Type_8,Turn_Undead_Type_9,Turn_Undead_Type_10,Turn_Undead_Type_11,Turn_Undead_Type_12,Turn_Undead_Type_13,Ability,Level_Gained,Ability_Description
assassin,xp table,9,200500,9,Master Assassin,0,0,0,0,0,0,0,0,0,0,10,14,11,10,11,21,20,20,20,20,20,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,91,49,28,50,50,54,59,30,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
assassin,xp table,10,300000,10,,0,0,0,0,0,0,0,0,0,0,10,14,11,10,11,21,20,20,20,20,20,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,92,53,31,55,55,58,63,35,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
assassin,xp table,11,400000,11,,0,0,0,0,0,0,0,0,0,0,10,14,11,10,11,21,20,20,20,20,20,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,93,57,34,60,60,62,67,40,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
assassin,xp table,12,600000,12,The assassin may recruit henchmen of any class,0,0,0,0,0,0,0,0,0,0,10,14,11,10,11,21,20,20,20,20,20,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,94,61,37,65,65,66,71,45,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
assassin,xp table,13,750000,13,,0,0,0,0,0,0,0,0,0,0,8,13,10,9,9,20,20,20,20,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,95,65,40,70,70,70,75,50,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
assassin,xp table,14,1000000,14,Guildmaster,0,0,0,0,0,0,0,0,0,0,8,13,10,9,9,20,20,20,20,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,96,69,43,75,75,74,79,55,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
assassin,xp table,15,1500000,15,Grandmaster Assassin,0,0,0,0,0,0,0,0,0,0,8,13,10,9,9,20,20,20,20,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,97,73,46,80,80,78,83,60,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
assassin,ability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assassination,1,'If an assassin gains surprise he or she may elect to assassinate the victim. The assassin need not roll to hit for an assassination attempt, which is a special attack resulting in a chance to kill the victim instantly and ensure damage even if the victim is not successfully killed. The percentage chance to kill a victim is 50%, with a bonus of 5% per level of the assassin and a penalty of 5% for every two levels of the target (rounding down; in the case of monsters, substitute “hit dice” for “level”). These numbers are approximate, for the GM should modify the assassin’s chances slightly upward or downward according to the circumstances—guarded or wary targets are less likely to be killed, and unwary victims are more likely to die. If the assassination attempt does not succeed, the attack still inflicts normal damage, together with any applicable bonuses. The assassin does not gain backstab multiple damage on a failed assassination attempt, even if the assassination attempt was made from behind.'
assassin,ability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Backstab,1,'An assassin may backstab with any of the melee weapons permissible to the thief class. Backstabbing doubles the weapon’s damage at levels 1-4, triple at levels 5-8, quadruple at level 9-12, and so on. Also, an assassin attacks from behind with a bonus to hit of +4 rather than the ordinary +2.'
assassin,ability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disguise,1,'Assassins are masters of disguise. Within reasonable limits, an assassin can make him- or herself appear slightly shorter or considerably taller, fatter or thinner, or of the opposite gender. An assassin can even disguise him- or herself as a member of another race (again, within reason). Any person observing the disguised assassin has a base 2% chance to see through the disguise, with one chance per day to do so. The base chance of seeing through a disguise increases another 2% if the assassin is posing as another class, race or gender (max 8% chance). The GM may assign additional penalties and bonuses to this check if the observer is unusually wise or intelligent (or particularly stupid), and common sense, of course, applies at all times.'
assassin,ability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poison,1,'Assassins are not inherently better at using poison than any other character class capable of using poison, but generally have more opportunities to gain knowledge of poisons and their effects.'
assassin,ability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thief Abilities,1,'The assassin has thief abilities as a thief two levels below the assassin’s level. At first level, the assassin has the thieving abilities of a first level thief, but does not gain the abilities of a second level thief until reaching fourth level.'
assassin,ability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Languages,9,'Ninth and higher-level assassins with Int 15+ may learn languages that it would be impossible for a non-assassin to learn. An assassin can learn an alignment tongue other than his or her own, druids’ cant, and thieves’ cant as additional languages, but can only learn a maximum of four such special languages, one for each point of intelligence above 14. Only one such language can be learned per level above eighth. Such languages are over and above any limits imposed by the assassin’s race and intelligence.'
assassin,ability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Read Scrolls,12,'When an assassin reaches 12th level, he or she has received sufficient training to cast spells from an arcane scroll (magic user or illusionist).'
cleric,xp table,1,0,1,,1,1,0,0,0,0,0,0,0,0,14,16,10,13,15,25,24,23,22,21,20,20,20,20,20,20,19,18,17,16,15,14,13,12,11,10,0,0,0,0,0,0,0,0,10,13,16,19,20,-,-,-,-,-,-,-,-,,,
cleric,xp table,2,1550,2,,2,2,0,0,0,0,0,0,0,0,14,16,10,13,15,25,24,23,22,21,20,20,20,20,20,20,19,18,17,16,15,14,13,12,11,10,0,0,0,0,0,0,0,0,7,10,13,16,19,20,-,-,-,-,-,-,-,,,
cleric,xp table,3,2900,3,,3,2,1,0,0,0,0,0,0,0,14,16,10,13,15,25,24,23,22,21,20,20,20,20,20,20,19,18,17,16,15,14,13,12,11,10,0,0,0,0,0,0,0,0,4,7,10,13,16,19,20,-,-,-,-,-,-,,,
cleric,xp table,4,6000,4,,4,3,2,0,0,0,0,0,0,0,13,15,9,12,14,23,22,21,20,20,20,20,20,20,19,18,17,16,15,14,13,12,11,10,9,8,0,0,0,0,0,0,0,0,T,T,4,7,10,13,16,19,20,-,-,-,-,,,
cleric,xp table,5,13250,5,,5,3,3,1,0,0,0,0,0,0,13,15,9,12,14,23,22,21,20,20,20,20,20,20,19,18,17,16,15,14,13,12,11,10,9,8,0,0,0,0,0,0,0,0,T,T,T,4,7,10,13,16,19,20,-,-,-,,,
cleric,xp table,6,27000,6,,6,3,3,2,0,0,0,0,0,0,13,15,9,12,14,23,22,21,20,20,20,20,20,20,19,18,17,16,15,14,13,12,11,10,9,8,0,0,0,0,0,0,0,0,D,D,T,T,4,7,10,13,16,19,20,-,-,,,
cleric,xp table,7,55000,7,,7,3,3,2,1,0,0,0,0,0,11,13,7,10,12,21,20,20,20,20,20,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,0,0,0,0,0,0,0,0,D,D,D,T,T,4,7,10,13,16,19,20,-,,,
cleric,xp table,8,110000,8,,8,3,3,3,2,0,0,0,0,0,11,13,7,10,12,21,20,20,20,20,20,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,0,0,0,0,0,0,0,0,D,D,D,D,T,T,4,7,10,13,16,19,20,,,
cleric,xp table,9,220000,9,High Priest(ess),9,4,4,3,2,1,0,0,0,0,11,13,7,10,12,21,20,20,20,20,20,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,0,0,0,0,0,0,0,0,D,D,D,D,D,T,T,4,7,10,13,16,19,,,
cleric,xp table,10,450000,9+2,,10,4,4,3,3,2,0,0,0,0,10,12,6,9,11,20,20,20,20,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,0,0,0,0,0,0,0,0,D,D,D,D,D,T,T,4,7,10,13,16,19,,,
cleric,xp table,11,675000,9+4,,11,5,4,4,3,2,1,0,0,0,10,12,6,9,11,20,20,20,20,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,0,0,0,0,0,0,0,0,D,D,D,D,D,T,T,4,7,10,13,16,19,,,
cleric,xp table,12,900000,9+6,,12,6,5,5,3,2,2,0,0,0,10,12,6,9,11,20,20,20,20,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,0,0,0,0,0,0,0,0,D,D,D,D,D,T,T,4,7,10,13,16,19,,,
cleric,xp table,13,1125000,9+8,,13,6,6,6,4,2,2,0,0,0,9,11,5,8,10,20,20,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0,0,0,0,0,0,0,0,D,D,D,D,D,T,T,4,7,10,13,16,19,,,
cleric,xp table,14,1350000,9+10,,14,6,6,6,5,3,2,0,0,0,9,11,5,8,10,20,20,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0,0,0,0,0,0,0,0,D,D,D,D,D,D,T,T,T,7,10,13,16,,,
cleric,xp table,15,1575000,9+12,,15,7,7,7,5,4,2,0,0,0,9,11,5,8,10,20,20,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0,0,0,0,0,0,0,0,D,D,D,D,D,D,T,T,T,7,10,13,16,,,
cleric,xp table,16,1800000,9+14,,16,7,7,7,6,5,3,1,0,0,8,10,4,7,9,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,D,D,D,D,D,D,T,T,T,7,10,13,16,,,
cleric,xp table,17,2025000,9+16,,17,8,8,8,6,5,3,1,0,0,8,10,4,7,9,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,D,D,D,D,D,D,T,T,T,7,10,13,16,,,
cleric,xp table,18,2250000,9+18,,18,8,8,8,7,6,4,1,0,0,8,10,4,7,9,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,D,D,D,D,D,D,T,T,T,7,10,13,16,,,
cleric,xp table,19,2475000,9+20,,19,9,9,9,7,6,4,2,0,0,6,8,2,5,7,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0,-1,0,0,0,0,0,0,0,0,D,D,D,D,D,D,D,D,T,4,7,10,13,,,
cleric,xp table,20,2700000,9+22,,20,9,9,9,8,7,5,2,0,0,6,8,2,5,7,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0,-1,0,0,0,0,0,0,0,0,D,D,D,D,D,D,D,D,T,4,7,10,13,,,
cleric,xp table,21,2925000,9+24,,21,9,9,9,9,8,6,2,0,0,6,8,2,5,7,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0,-1,0,0,0,0,0,0,0,0,D,D,D,D,D,D,D,D,T,4,7,10,13,,,
cleric,xp table,22,3150000,9+26,,22,9,9,9,9,9,6,3,0,0,6,8,2,5,7,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0,-1,0,0,0,0,0,0,0,0,D,D,D,D,D,D,D,D,T,4,7,10,13,,,
cleric,xp table,23,3375000,9+28,,23,9,9,9,9,9,7,3,0,0,6,8,2,5,7,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0,-1,0,0,0,0,0,0,0,0,D,D,D,D,D,D,D,D,T,4,7,10,13,,,
cleric,xp table,24,3600000,9+30,,24,9,9,9,9,9,8,3,0,0,6,8,2,5,7,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0,-1,0,0,0,0,0,0,0,0,D,D,D,D,D,D,D,D,T,4,7,10,13,,,
cleric,xp table,each,225000,+2 hp,,1,9,9,9,9,9,8,3,0,0,6,8,2,5,7,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0,-1,0,0,0,0,0,0,0,0,D,D,D,D,D,D,D,D,T,4,7,10,13,,,
cleric,ability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spell casting,1,Clerics may memorise and cast clerical spells.
cleric,ability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turning Undead,1,'Clerics can “turn” the undead, making them flee from the cleric’s holiness (or, in the case of an evil cleric, bringing them to heel as servants and minions).'
cleric,ability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bonus spells,1,These are awarded to clerics with high wisdom.
druid,xp table,1,0,1,,1,2,0,0,0,0,0,0,0,0,14,16,10,13,15,25,24,23,22,21,20,20,20,20,20,20,19,18,17,16,15,14,13,12,11,10,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
druid,xp table,2,2000,2,,2,2,1,0,0,0,0,0,0,0,14,16,10,13,15,25,24,23,22,21,20,20,20,20,20,20,19,18,17,16,15,14,13,12,11,10,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
druid,xp table,3,4000,3,,3,3,2,1,0,0,0,0,0,0,14,16,10,13,15,25,24,23,22,21,20,20,20,20,20,20,19,18,17,16,15,14,13,12,11,10,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
druid,xp table,4,8000,4,,4,4,2,2,0,0,0,0,0,0,13,15,9,12,14,23,22,21,20,20,20,20,20,20,19,18,17,16,15,14,13,12,11,10,9,8,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
druid,xp table,5,12000,5,,5,4,3,2,0,0,0,0,0,0,13,15,9,12,14,23,22,21,20,20,20,20,20,20,19,18,17,16,15,14,13,12,11,10,9,8,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
druid,xp table,6,20000,6,,6,4,3,2,1,0,0,0,0,0,13,15,9,12,14,23,22,21,20,20,20,20,20,20,19,18,17,16,15,14,13,12,11,10,9,8,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
druid,xp table,7,35000,7,,7,4,4,3,1,0,0,0,0,0,11,13,7,10,12,21,20,20,20,20,20,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
druid,xp table,8,60000,8,,8,4,4,3,2,0,0,0,0,0,11,13,7,10,12,21,20,20,20,20,20,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
druid,xp table,9,90000,9,,9,5,4,3,2,1,0,0,0,0,11,13,7,10,12,21,20,20,20,20,20,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
druid,xp table,10,125000,10,,10,5,4,3,3,2,0,0,0,0,10,12,6,9,11,20,20,20,20,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
druid,xp table,11,200000,11,,11,5,5,3,3,2,1,0,0,0,10,12,6,9,11,20,20,20,20,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
druid,xp table,12,300000,12,High Druid,12,5,5,4,4,3,2,1,0,0,10,12,6,9,11,20,20,20,20,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
druid,xp table,13,750000,13,Archdruid,13,6,5,5,5,4,3,2,0,0,9,11,5,8,10,20,20,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
druid,xp table,14,1500000,14,Supreme Druid,14,6,6,6,6,5,4,3,0,0,9,11,5,8,10,20,20,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
druid,ability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spell casting,1,Druids may memorise and cast druidic spells.
druid,ability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,'Druids'''' Cant',1,'All druids speak a secret language called the druids’'' cant.'
